event_id,event_name,type,city,venue,date,tickets,price_usd,organiser
EV953,Sulaymaniyah Education Meetup 2026,Sports,Sulaymaniyah,Goizha Convention Center,2024-04-22,1093,40,KRG Ministry of Culture
EV954,Duhok Business Forum 2024,Education,Duhok,Duhok Expo,2026-05-27,2301,100,Zakho Municipality
EV955,Zakho Film Week 2025,Conference,Zakho,University of Zakho Hall,2025-02-11,1074,5,Zakho Municipality
EV956,Zakho Culture Week 2026,Commemorative,Zakho,Zakho Park,2025-06-03,10304,10,UZakho
EV957,Zakho Education Expo 2024,Business,Zakho,University of Zakho Hall,2026-01-30,10682,35,KRG Media Commission
EV958,Zakho Culture Week 2025,Health,Zakho,Zakho Park,2026-04-04,9992,10,Kurdistan Data Institute
EV959,Erbil Science Fair 2026,Business,Erbil,Rotana Hotel,2025-03-23,784,15,KRG Presidency
EV960,Duhok Innovation Expo 2024,Cultural,Duhok,Dream Hall Duhok,2026-02-25,6545,0,KRG Ministry of Culture
EV961,Sulaymaniyah Education Camp 2025,Health,Sulaymaniyah,Azmar Resort,2025-03-03,9201,20,AUK
EV962,Zakho Innovation Week 2026,Conference,Zakho,University of Zakho Hall,2025-01-31,1318,40,KRG Presidency
EV963,Zakho Culture Expo 2024,Technology,Zakho,Zakho Park,2024-04-29,11128,5,UKH
EV964,Erbil Heritage Camp 2025,Government,Erbil,AUK Auditorium,2025-12-27,10954,5,KRG Presidency
EV965,Erbil Culture Forum 2026,Conference,Erbil,AUK Auditorium,2025-04-02,468,50,Kurdistan Tech Association
EV966,Zakho Heritage Bootcamp 2024,Sports,Zakho,Zakho Park,2024-06-18,444,25,KRG Ministry of Culture
EV967,Sulaymaniyah Culture Camp 2025,Technology,Sulaymaniyah,SPU Auditorium,2026-06-16,7583,10,KRG Government
EV968,Erbil Education Bootcamp 2026,Government,Erbil,UKH Campus,2025-05-11,6441,5,UKH
EV969,Sulaymaniyah Business Camp 2024,Technology,Sulaymaniyah,Bakhtiary Arena,2026-01-03,9023,80,Sulaymaniyah Events Co.
EV970,Duhok Heritage Bootcamp 2025,Sports,Duhok,AUK Campus,2024-10-19,8697,0,UoS
EV971,Halabja Startup Week 2026,Education,Halabja,Halabja Cultural Hall,2025-03-08,6405,10,KRG Presidency
EV972,Halabja Health Festival 2024,Conference,Halabja,Halabja Cultural Hall,2025-11-25,132,10,Duhok Sports Directorate
EV973,Halabja Education Summit 2025,Education,Halabja,Sirwan Park,2026-03-11,8523,40,UKH
EV974,Erbil Film Forum 2026,Health,Erbil,Sami Abdulrahman Park,2025-02-27,5833,40,SPU
EV975,Sulaymaniyah Film Meetup 2024,Government,Sulaymaniyah,Bakhtiary Arena,2024-10-28,809,25,Duhok Sports Directorate
EV976,Erbil Startup Summit 2025,Sports,Erbil,Erbil Citadel Grounds,2024-07-16,2997,40,Kurdistan Tech Association
EV977,Zakho Business Festival 2026,Business,Zakho,University of Zakho Hall,2025-11-15,10635,50,UZakho
EV978,Erbil Health Bootcamp 2024,Cultural,Erbil,UKH Campus,2024-06-01,11315,5,SPU
EV979,Zakho Culture Forum 2025,Cultural,Zakho,Zakho Park,2024-12-11,2472,5,SPU
EV980,Sulaymaniyah Film Conference 2026,Education,Sulaymaniyah,Goizha Convention Center,2024-11-08,3973,50,Zakho Municipality
EV981,Duhok Heritage Bootcamp 2024,Health,Duhok,Duhok Expo,2025-04-10,10693,35,KRG Media Commission
EV982,Halabja Culture Summit 2025,Cultural,Halabja,Sirwan Park,2024-04-04,9316,5,KRG Presidency
EV983,Duhok Film Festival 2026,Technology,Duhok,AUK Campus,2026-08-20,11513,20,Sulaymaniyah Events Co.
EV984,Erbil Science Camp 2024,Business,Erbil,AUK Auditorium,2024-02-16,9400,60,StartupKRG
EV985,Sulaymaniyah Innovation Conference 2025,Conference,Sulaymaniyah,Goizha Convention Center,2024-01-10,5721,60,Kurdistan Data Institute
EV986,Halabja Culture Week 2026,Government,Halabja,Halabja Memorial,2024-08-14,499,80,Duhok Sports Directorate
EV987,Duhok Health Festival 2024,Technology,Duhok,Duhok Cultural Center,2025-06-28,3370,20,KRG Ministry of Culture
EV988,Duhok Science Expo 2025,Cultural,Duhok,Dream Hall Duhok,2026-10-21,1753,60,Duhok Sports Directorate
EV989,Duhok Education Conference 2026,Technology,Duhok,Duhok Cultural Center,2024-12-10,3705,25,StartupKRG
EV990,Halabja Startup Summit 2024,Government,Halabja,Sirwan Park,2026-01-17,150,25,UoS
EV991,Duhok Heritage Festival 2025,Music,Duhok,Duhok Stadium,2024-01-07,8611,40,AUK
EV992,Erbil Heritage Forum 2026,Education,Erbil,Erbil Citadel Grounds,2024-12-19,10216,80,AUK
EV993,Sulaymaniyah Health Week 2024,Business,Sulaymaniyah,Slemani Expo Center,2026-07-11,2714,25,UKH
EV994,Duhok Business Camp 2025,Health,Duhok,Duhok Cultural Center,2026-01-29,11833,60,KRG Media Commission
EV995,Duhok Culture Week 2026,Technology,Duhok,AUK Campus,2025-09-07,8608,100,StartupKRG
EV996,Duhok Innovation Summit 2024,Cultural,Duhok,AUK Campus,2024-03-03,10073,100,AUK
EV997,Zakho Book Week 2025,Music,Zakho,University of Zakho Hall,2024-11-19,8976,35,KRG Government
EV998,Erbil Film Summit 2026,Government,Erbil,Rotana Hotel,2024-02-20,4506,0,KRG Government
EV999,Sulaymaniyah Book Conference 2024,Cultural,Sulaymaniyah,Slemani Expo Center,2025-08-01,1986,0,UZakho
EV1000,Sulaymaniyah Innovation Festival 2025,Sports,Sulaymaniyah,SPU Auditorium,2025-02-05,935,100,Kurdistan Tech Association
