hospital_id,name,city,type,beds,specialities,director
H865,Halabja Teaching Hospital 865,Halabja,Specialist,144,"Mental Health, Endocrinology, Orthopaedics, Cardiac Surgery",Dr. Chnar Farhad Said
H866,Duhok Medical Hospital 866,Duhok,Specialist,433,"Cardiology, Paediatrics, Haematology, Emergency",Dr. Zhyan Barzan Qadir
H867,Erbil Medical Hospital 867,Erbil,Public,120,"Orthopaedics, Cardiac Surgery, Emergency, Nephrology",Dr. Dilan Rizgar Tahir
H868,Duhok Community Hospital 868,Duhok,Private,303,"Endocrinology, Haematology",Dr. Karwan Fuad Hasan
H869,Sulaymaniyah Medical Hospital 869,Sulaymaniyah,Teaching,357,"Mental Health, Paediatrics, General",Dr. Zhyan Jamal Tahir
H870,Duhok Specialist Hospital 870,Duhok,Private,427,"Cardiac Surgery, Research",Dr. Dashni Aziz Othman
H871,Zakho Medical Hospital 871,Zakho,Specialist,234,"General, Emergency, Neurology",Dr. Layla Fuad Said
H872,Duhok Medical Hospital 872,Duhok,Private,510,"Mental Health, Cardiac Surgery",Dr. Randa Aryan Othman
H873,Sulaymaniyah Medical Hospital 873,Sulaymaniyah,Specialist,116,"Endocrinology, Oncology",Dr. Randa Raber Omar
H874,Halabja General Hospital 874,Halabja,Specialist,53,"Cardiology, General, Emergency, Orthopaedics",Dr. Nawzad Farhad Mustafa
H875,Halabja Specialist Hospital 875,Halabja,Specialist,100,"General, Surgery, Cardiology, Mental Health",Dr. Dilan Salam Rashid
H876,Zakho Private Hospital 876,Zakho,Public,402,"Mental Health, Oncology, Surgery",Dr. Salih Rebaz Faris
H877,Zakho Medical Hospital 877,Zakho,Specialist,187,"Cardiology, Neurology",Dr. Yara Latif Rashid
H878,Erbil General Hospital 878,Erbil,Specialist,363,"Research, Haematology, Mental Health, Cardiac Surgery",Dr. Bestun Aziz Karim
H879,Zakho Teaching Hospital 879,Zakho,Public,657,"Research, Emergency, Nephrology, Haematology",Dr. Baran Farid Karimi
H880,Duhok General Hospital 880,Duhok,Private,632,"Research, Haematology",Dr. Dashni Mustafa Salih
H881,Halabja Private Hospital 881,Halabja,Specialist,415,"Oncology, Research, General, Cardiac Surgery",Dr. Hawkar Nawzad Faris
H882,Duhok Private Hospital 882,Duhok,Teaching,604,"Haematology, Mental Health, Paediatrics, Orthopaedics",Dr. Randa Raber Rashid
H883,Erbil Medical Hospital 883,Erbil,Teaching,561,"Paediatrics, Neurology, Surgery, Nephrology",Dr. Chnar Sherzad Nuri
H884,Duhok Community Hospital 884,Duhok,Teaching,271,"Mental Health, Nephrology, Research, Endocrinology",Dr. Jalal Ihsan Tahir
H885,Zakho Community Hospital 885,Zakho,Teaching,198,"Emergency, Paediatrics, Cardiology, Oncology",Dr. Zhyan Omar Qadir
H886,Sulaymaniyah General Hospital 886,Sulaymaniyah,Public,202,"Haematology, Neurology, Nephrology, Mental Health",Dr. Yara Mustafa Karim
H887,Erbil Community Hospital 887,Erbil,Private,265,"Emergency, Haematology",Dr. Xezal Ihsan Othman
H888,Erbil Teaching Hospital 888,Erbil,Private,90,"Cardiology, Orthopaedics, Surgery, Paediatrics",Dr. Tara Farhad Mahmoud
H889,Halabja Teaching Hospital 889,Halabja,Teaching,287,"Endocrinology, Cardiac Surgery, Nephrology, Paediatrics",Dr. Mazin Hama Ali
H890,Sulaymaniyah Medical Hospital 890,Sulaymaniyah,Teaching,612,"Oncology, General, Nephrology, Emergency",Dr. Rebaz Saber Karim
H891,Halabja General Hospital 891,Halabja,Private,462,"Oncology, Surgery",Dr. Nawzad Rizgar Hasan
H892,Sulaymaniyah Specialist Hospital 892,Sulaymaniyah,Private,180,"Research, Cardiology, Paediatrics, Orthopaedics",Dr. Naz Aryan Nuri
H893,Erbil Medical Hospital 893,Erbil,Public,300,"Paediatrics, Surgery, Haematology, Research",Dr. Kamaran Farhad Kadir
H894,Zakho Specialist Hospital 894,Zakho,Specialist,556,"Mental Health, General, Research, Cardiac Surgery",Dr. Aryan Saeed Hasan
H895,Erbil Medical Hospital 895,Erbil,Teaching,266,"Orthopaedics, Cardiology, Oncology",Dr. Saman Farhad Ali
H896,Sulaymaniyah Specialist Hospital 896,Sulaymaniyah,Public,120,"Surgery, Cardiac Surgery",Dr. Vian Fuad Tahir
H897,Erbil Community Hospital 897,Erbil,Public,683,"Paediatrics, Oncology",Dr. Pishtiwan Latif Karimi
H898,Sulaymaniyah Medical Hospital 898,Sulaymaniyah,Teaching,477,"Cardiac Surgery, Research, Paediatrics, Mental Health",Dr. Dara Sherzad Kadir
H899,Sulaymaniyah Teaching Hospital 899,Sulaymaniyah,Specialist,54,"Cardiology, Haematology, Surgery, Endocrinology",Dr. Salih Raber Ali
H900,Duhok General Hospital 900,Duhok,Private,643,"Emergency, Endocrinology, Neurology",Dr. Pishtiwan Saber Nasser
H901,Erbil Private Hospital 901,Erbil,Private,548,"General, Neurology",Dr. Nawzad Fuad Kadir
H902,Halabja Teaching Hospital 902,Halabja,Public,51,"Neurology, Emergency, Oncology",Dr. Hawkar Latif Mustafa
H903,Halabja Community Hospital 903,Halabja,Public,269,"Emergency, Haematology, Nephrology, Cardiac Surgery",Dr. Avan Saeed Hama
H904,Halabja Teaching Hospital 904,Halabja,Teaching,564,"Paediatrics, Research, Orthopaedics",Dr. Karwan Jalal Mustafa
H905,Duhok Private Hospital 905,Duhok,Specialist,428,"General, Orthopaedics, Neurology",Dr. Zeynep Mohammed Hama
H906,Erbil Medical Hospital 906,Erbil,Specialist,241,"Nephrology, Mental Health, Oncology",Dr. Saman Hama Ali
H907,Duhok Medical Hospital 907,Duhok,Public,286,"General, Oncology",Dr. Vian Kamaran Kadir
H908,Zakho Community Hospital 908,Zakho,Private,633,"Cardiac Surgery, Oncology, Endocrinology, Mental Health",Dr. Rozhan Aziz Karim
H909,Erbil Medical Hospital 909,Erbil,Private,332,"Mental Health, Neurology",Dr. Yara Jamal Karimi
H910,Halabja Specialist Hospital 910,Halabja,Public,477,"Paediatrics, Mental Health, General",Dr. Dilan Mustafa Nuri
H911,Halabja Community Hospital 911,Halabja,Teaching,160,"General, Paediatrics",Dr. Zeynep Salam Ali
H912,Sulaymaniyah General Hospital 912,Sulaymaniyah,Public,231,"Mental Health, Endocrinology, Cardiac Surgery",Dr. Layla Bakr Saeed
H913,Duhok Private Hospital 913,Duhok,Specialist,118,"Paediatrics, Research",Dr. Yara Latif Karimi
H914,Halabja Specialist Hospital 914,Halabja,Teaching,326,"Neurology, Mental Health, Cardiology",Dr. Randa Salam Taha
H915,Sulaymaniyah Medical Hospital 915,Sulaymaniyah,Private,580,"Research, Cardiac Surgery, General",Dr. Vian Sherzad Mustafa
H916,Duhok Medical Hospital 916,Duhok,Specialist,677,"Endocrinology, Research, Surgery, Cardiology",Dr. Hawkar Rizgar Tahir
H917,Zakho Community Hospital 917,Zakho,Teaching,231,"Emergency, General",Dr. Saman Aryan Saeed
H918,Sulaymaniyah General Hospital 918,Sulaymaniyah,Public,339,"Nephrology, Cardiology, Mental Health, Cardiac Surgery",Dr. Baran Aryan Hasan
H919,Halabja Specialist Hospital 919,Halabja,Public,136,"Cardiology, Neurology, Nephrology, Endocrinology",Dr. Kavar Latif Tahir
H920,Zakho Community Hospital 920,Zakho,Private,472,"Orthopaedics, Emergency, Cardiology, Neurology",Dr. Tara Farid Hassan
H921,Erbil Teaching Hospital 921,Erbil,Public,205,"General, Cardiology, Paediatrics, Neurology",Dr. Dilan Sherzad Aziz
H922,Duhok Private Hospital 922,Duhok,Specialist,462,"Haematology, Emergency, Surgery",Dr. Xezal Sherzad Salih
H923,Halabja General Hospital 923,Halabja,Public,303,"Surgery, Oncology, Paediatrics, Endocrinology",Dr. Yara Rebaz Othman
H924,Duhok Community Hospital 924,Duhok,Teaching,640,"Haematology, Neurology",Dr. Randa Hama Taha
H925,Sulaymaniyah Private Hospital 925,Sulaymaniyah,Public,147,"Surgery, Mental Health",Dr. Hawkar Salam Karimi
H926,Halabja Specialist Hospital 926,Halabja,Teaching,462,"Orthopaedics, Cardiology",Dr. Jalal Saeed Saeed
H927,Sulaymaniyah Specialist Hospital 927,Sulaymaniyah,Public,178,"Surgery, Neurology",Dr. Avan Karim Kadir
H928,Zakho Teaching Hospital 928,Zakho,Private,211,"Paediatrics, Cardiology, Mental Health",Dr. Layla Farid Ali
H929,Sulaymaniyah Specialist Hospital 929,Sulaymaniyah,Specialist,501,"Orthopaedics, Surgery",Dr. Zhyan Rebaz Karim
H930,Zakho General Hospital 930,Zakho,Private,699,"Endocrinology, Oncology, Emergency",Dr. Nawzad Saeed Said
H931,Zakho Private Hospital 931,Zakho,Teaching,103,"Haematology, Cardiac Surgery, Nephrology, Paediatrics",Dr. Jalal Kamaran Karim
H932,Zakho Teaching Hospital 932,Zakho,Teaching,232,"General, Paediatrics",Dr. Rozhan Kamaran Karimi
H933,Erbil Teaching Hospital 933,Erbil,Teaching,124,"Cardiac Surgery, General",Dr. Sardar Kamaran Othman
H934,Halabja Private Hospital 934,Halabja,Private,402,"Oncology, Neurology, Paediatrics",Dr. Pishtiwan Bakr Omar
H935,Duhok Specialist Hospital 935,Duhok,Private,657,"Haematology, Cardiac Surgery",Dr. Dara Fuad Omar
H936,Sulaymaniyah Community Hospital 936,Sulaymaniyah,Public,614,"Research, Cardiac Surgery, Oncology, Orthopaedics",Dr. Baran Mustafa Aziz
H937,Halabja Teaching Hospital 937,Halabja,Private,520,"Mental Health, Orthopaedics, Nephrology",Dr. Farhad Farhad Omar
H938,Halabja General Hospital 938,Halabja,Private,287,"Cardiac Surgery, General, Neurology",Dr. Wrya Rebaz Hama
H939,Sulaymaniyah General Hospital 939,Sulaymaniyah,Private,122,"Emergency, Nephrology, Research, Endocrinology",Dr. Shilan Karim Omar
H940,Halabja Community Hospital 940,Halabja,Private,376,"Mental Health, Cardiology",Dr. Mazin Dara Ahmad
H941,Zakho Private Hospital 941,Zakho,Specialist,53,"Research, General",Dr. Rebaz Fuad Tahir
H942,Erbil Private Hospital 942,Erbil,Teaching,641,"Surgery, Endocrinology, Neurology, Emergency",Dr. Rami Sherzad Mahmoud
H943,Sulaymaniyah Specialist Hospital 943,Sulaymaniyah,Specialist,178,"Haematology, Surgery, Nephrology",Dr. Karwan Ihsan Said
H944,Erbil Specialist Hospital 944,Erbil,Teaching,417,"Research, Cardiology, Emergency, Neurology",Dr. Pishtiwan Karim Saeed
H945,Sulaymaniyah Specialist Hospital 945,Sulaymaniyah,Private,85,"Research, Nephrology, Cardiology, Orthopaedics",Dr. Tara Sherzad Mustafa
H946,Duhok Specialist Hospital 946,Duhok,Private,412,"Emergency, Haematology",Dr. Randa Karim Ahmad
H947,Erbil General Hospital 947,Erbil,Public,285,"Haematology, Paediatrics, Neurology, Research",Dr. Bestun Ihsan Mahmoud
H948,Duhok Private Hospital 948,Duhok,Teaching,116,"General, Research, Cardiac Surgery, Nephrology",Dr. Rebaz Ihsan Karim
H949,Sulaymaniyah Teaching Hospital 949,Sulaymaniyah,Specialist,548,"Neurology, Oncology",Dr. Fuad Mustafa Faris
H950,Erbil Private Hospital 950,Erbil,Private,271,"Nephrology, Mental Health",Dr. Jalal Jalal Rashid
H951,Halabja General Hospital 951,Halabja,Private,411,"Cardiology, Endocrinology, Surgery",Dr. Saman Rizgar Faris
H952,Duhok Teaching Hospital 952,Duhok,Specialist,374,"Cardiology, Oncology",Dr. Nawzad Nawzad Nuri
H953,Zakho Teaching Hospital 953,Zakho,Private,294,"Cardiology, Neurology",Dr. Hawkar Aziz Said
H954,Halabja Medical Hospital 954,Halabja,Specialist,392,"Orthopaedics, General",Dr. Nawzad Saber Othman
H955,Erbil General Hospital 955,Erbil,Public,571,"Nephrology, Surgery",Dr. Sardar Ihsan Ahmad
H956,Zakho Specialist Hospital 956,Zakho,Public,95,"Research, Cardiac Surgery, Cardiology, Mental Health",Dr. Naz Omar Aziz
H957,Sulaymaniyah Specialist Hospital 957,Sulaymaniyah,Public,607,"Cardiac Surgery, Neurology",Dr. Shilan Rebaz Karimi
H958,Sulaymaniyah Community Hospital 958,Sulaymaniyah,Specialist,595,"Haematology, Cardiology, Nephrology",Dr. Chnar Farhad Hama
H959,Sulaymaniyah Teaching Hospital 959,Sulaymaniyah,Specialist,61,"Neurology, Emergency",Dr. Kavar Rizgar Rashid
H960,Erbil Specialist Hospital 960,Erbil,Specialist,311,"Mental Health, Neurology",Dr. Kavar Karim Taha
H961,Duhok Specialist Hospital 961,Duhok,Specialist,419,"Cardiology, General",Dr. Karwan Mohammed Hassan
H962,Duhok Medical Hospital 962,Duhok,Teaching,163,"Cardiology, General",Dr. Helin Jalal Nuri
H963,Duhok Specialist Hospital 963,Duhok,Teaching,186,"Cardiac Surgery, Paediatrics, Emergency",Dr. Dilan Karim Karim
H964,Sulaymaniyah Private Hospital 964,Sulaymaniyah,Teaching,483,"Oncology, Mental Health, Orthopaedics, Emergency",Dr. Dashni Farid Othman
H965,Erbil Medical Hospital 965,Erbil,Specialist,617,"Endocrinology, Nephrology, Cardiology",Dr. Dashni Fuad Omar
H966,Zakho Private Hospital 966,Zakho,Specialist,525,"Research, Cardiology, Orthopaedics",Dr. Karwan Farid Taha
H967,Halabja Community Hospital 967,Halabja,Private,679,"Surgery, Emergency",Dr. Dashni Farhad Hama
H968,Sulaymaniyah General Hospital 968,Sulaymaniyah,Public,331,"Surgery, Paediatrics, Orthopaedics",Dr. Xezal Jalal Hasan
H969,Duhok Specialist Hospital 969,Duhok,Public,517,"Cardiac Surgery, Surgery, Haematology",Dr. Lana Saber Nasser
H970,Halabja Community Hospital 970,Halabja,Specialist,369,"General, Paediatrics, Emergency, Mental Health",Dr. Zhyan Ihsan Hama
H971,Erbil Specialist Hospital 971,Erbil,Teaching,684,"Endocrinology, Research, Surgery",Dr. Helin Aryan Nasser
H972,Halabja Private Hospital 972,Halabja,Private,83,"Orthopaedics, Mental Health, Haematology",Dr. Xezal Saber Salih
H973,Halabja Teaching Hospital 973,Halabja,Specialist,133,"Emergency, Oncology",Dr. Kamaran Hama Kadir
H974,Erbil Medical Hospital 974,Erbil,Specialist,517,"Surgery, Research",Dr. Layla Farid Karimi
H975,Zakho Private Hospital 975,Zakho,Private,519,"Endocrinology, Research",Dr. Farhad Rizgar Kadir
H976,Sulaymaniyah General Hospital 976,Sulaymaniyah,Teaching,394,"Research, Nephrology, Mental Health, Cardiac Surgery",Dr. Lana Rizgar Ali
H977,Duhok Specialist Hospital 977,Duhok,Specialist,516,"Paediatrics, Endocrinology",Dr. Dashni Kamaran Aziz
H978,Halabja Community Hospital 978,Halabja,Public,82,"Oncology, Mental Health, Cardiac Surgery, Nephrology",Dr. Zhyan Rebaz Rashid
H979,Erbil Specialist Hospital 979,Erbil,Teaching,556,"Endocrinology, Nephrology",Dr. Karwan Jalal Saeed
H980,Duhok Medical Hospital 980,Duhok,Teaching,553,"Cardiac Surgery, Paediatrics",Dr. Jalal Kamaran Hassan
H981,Duhok General Hospital 981,Duhok,Specialist,468,"Cardiac Surgery, Neurology",Dr. Aryan Omar Aziz
H982,Zakho Specialist Hospital 982,Zakho,Teaching,357,"Oncology, Haematology, Nephrology",Dr. Rebaz Mohammed Ahmad
H983,Duhok Community Hospital 983,Duhok,Public,170,"Haematology, Paediatrics, Cardiology, Cardiac Surgery",Dr. Fuad Rebaz Faris
H984,Erbil Teaching Hospital 984,Erbil,Specialist,98,"Oncology, Research",Dr. Rozhan Rizgar Salih
H985,Sulaymaniyah General Hospital 985,Sulaymaniyah,Specialist,483,"Orthopaedics, Oncology, Neurology",Dr. Salih Aryan Qadir
H986,Zakho Private Hospital 986,Zakho,Public,268,"Emergency, Endocrinology, Mental Health",Dr. Dilan Saber Nuri
H987,Halabja General Hospital 987,Halabja,Private,317,"Paediatrics, Emergency, Endocrinology",Dr. Zeynep Aryan Saeed
H988,Duhok Medical Hospital 988,Duhok,Public,157,"Neurology, Surgery",Dr. Helin Mohammed Mustafa
H989,Halabja Medical Hospital 989,Halabja,Public,320,"Orthopaedics, Oncology, Nephrology",Dr. Wrya Kamaran Mahmoud
H990,Duhok General Hospital 990,Duhok,Teaching,658,"Endocrinology, Cardiology, Oncology, Paediatrics",Dr. Shilan Fuad Karimi
H991,Erbil Teaching Hospital 991,Erbil,Teaching,252,"Orthopaedics, Endocrinology, Paediatrics",Dr. Avan Barzan Mahmoud
H992,Zakho Specialist Hospital 992,Zakho,Teaching,265,"Nephrology, Endocrinology",Dr. Yara Farid Ali
H993,Erbil Private Hospital 993,Erbil,Teaching,314,"Oncology, Orthopaedics, Cardiology, Cardiac Surgery",Dr. Hawkar Farhad Mustafa
H994,Erbil Community Hospital 994,Erbil,Public,438,"Mental Health, Oncology",Dr. Layla Fuad Nasser
H995,Sulaymaniyah Private Hospital 995,Sulaymaniyah,Public,83,"Mental Health, Emergency, Orthopaedics",Dr. Xezal Farid Saeed
H996,Erbil Private Hospital 996,Erbil,Specialist,498,"Neurology, Oncology, Mental Health",Dr. Mazin Karim Tahir
H997,Sulaymaniyah Community Hospital 997,Sulaymaniyah,Specialist,172,"Mental Health, Oncology, Research",Dr. Randa Nawzad Nasser
H998,Duhok Private Hospital 998,Duhok,Teaching,195,"Emergency, Cardiac Surgery, Nephrology, Neurology",Dr. Alan Mustafa Ahmad
H999,Erbil Community Hospital 999,Erbil,Private,499,"Nephrology, Research, Endocrinology",Dr. Tara Raber Rashid
H1000,Zakho Community Hospital 1000,Zakho,Teaching,111,"Cardiac Surgery, Mental Health",Dr. Jalal Jalal Kadir
